d_host_has_profile_pic,d_host_identity_verified,f_neighbourhood,f_property_type,n_accommodates,n_bathroom,n_bedrooms,n_beds,price,n_minimum_nights,n_maximum_nights,d_instant_bookable,f_bathroom,am_backyard,am_baking sheet,am_bathtub,am_bed linens,am_cable tv,am_carbon monoxide alarm,am_children\u2019s books and toys,am_cleaning products,am_clothing storage: wardrobe,am_coffee maker,am_cooking basics,am_crib,am_dedicated workspace,am_dining table,am_dishes and silverware,am_dishwasher,am_drying rack for clothing,am_elevator,am_essentials,am_ethernet connection,am_extra pillows and blankets,am_fire extinguisher,am_first aid kit,am_free parking on premises,am_free street parking,am_freezer,am_hangers,am_heating,am_high chair,am_host greets you,am_hot water,am_hot water kettle,am_iron,am_kitchen,am_lockbox,am_long term stays allowed,am_luggage dropoff allowed,am_microwave,am_nespresso machine,am_pack \u2019n play/travel crib,am_paid parking off premises,am_paid parking on premises,am_patio or balcony,am_portable fans,am_private entrance,am_room-darkening shades,am_security cameras on property,am_shower gel,am_single level home,am_smart lock,am_smoke alarm,am_toaster,am_washer,am_wine glasses,am__tv,n_dist_from_center,f_beds,f_bedrooms,f_minimum_nights,f_maximum_nights
1,1,Mariahilf,Condo,2,1.0,1,1,70.0,2,1125,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2.705068360673892,1,0.0,2.0,
1,0,Ottakring,Condo,3,1.0,1,1,85.0,2,1125,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6.1744812646144265,1,0.0,2.0,
1,1,Ottakring,Apartment,2,1.0,1,0,55.0,2,1125,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.926860301637709,0,,2.0,
1,0,Favoriten,Apartment,5,1.0,1,3,85.0,27,1125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.4482412745416857,3,2.0,3.0,
1,0,Leopoldstadt,Apartment,3,1.0,1,2,41.0,2,1125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.372943587050552,2,1.0,2.0,
1,1,Favoriten,Apartment,3,1.0,1,1,29.0,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.037180103346423,1,0.0,1.0,2.0
1,0,Favoriten,Apartment,4,1.0,1,2,95.0,1,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5653864570302565,2,1.0,1.0,2.0
1,1,Leopoldstadt,Apartment,4,1.5,1,1,75.0,4,1125,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.6478178674171153,1,0.0,3.0,
1,1,Brigittenau,Apartment,4,1.0,1,1,50.0,1,1125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.257032389865966,1,0.0,1.0,
1,1,Wahring,Apartment,4,1.5,2,4,94.0,2,1125,0,2,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,4.296019744273346,4,2.0,2.0,
1,1,Rudolfsheim-Funfhaus,Apartment,4,1.0,2,3,80.0,1,1125,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,3.7946958331783294,3,2.0,1.0,
1,1,Innere Stadt,Apartment,4,1.0,1,1,106.0,2,1000,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.0418754078378751,1,0.0,2.0,3.0
1,1,Rudolfsheim-Funfhaus,Apartment,4,1.0,2,3,71.0,1,1125,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,3.7946958331783294,3,2.0,1.0,
1,1,Rudolfsheim-Funfhaus,Apartment,2,1.0,1,1,50.0,1,1125,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,3.7946958331783294,1,0.0,1.0,
1,1,Rudolfsheim-Funfhaus,Apartment,4,1.0,2,3,71.0,1,1125,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,3.7946958331783294,3,2.0,1.0,
1,0,Neubau,Apartment,2,1.0,1,1,60.0,1,1125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.7464729578594191,1,0.0,1.0,
1,1,Neubau,Apartment,5,2.0,3,4,120.0,2,1125,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.8827160413307273,4,2.0,2.0,
1,0,Wieden,Apartment,2,1.0,1,1,59.0,2,1125,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1.718617778880152,1,0.0,2.0,
1,1,Rudolfsheim-Funfhaus,Apartment,2,1.0,1,1,50.0,1,1125,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,3.7946958331783294,1,0.0,1.0,
1,0,Favoriten,Apartment,2,1.0,1,1,70.0,1,1125,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,3.461853134836263,1,0.0,1.0,
1,0,Leopoldstadt,Apartment,2,1.0,1,1,50.0,30,180,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.0317969178815507,1,0.0,3.0,2.0
1,1,Mariahilf,Apartment,6,1.0,1,3,45.0,1,1125,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.612184777717889,3,2.0,1.0,
1,0,Alsergrund,Apartment,4,1.0,1,1,48.0,4,1125,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2.345687644547023,1,0.0,3.0,
1,0,Mariahilf,Apartment,4,1.0,1,2,66.0,3,1125,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0725914403225465,2,1.0,3.0,
1,1,Hietzing,Apartment,2,1.0,1,2,82.0,91,1125,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7.759787089202346,2,1.0,3.0,
1,1,Landstrasse,Apartment,3,1.0,1,2,66.0,1,1125,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1.2808084878310497,2,1.0,1.0,
1,1,Leopoldstadt,Apartment,6,3.0,2,4,137.0,1,1125,1,4,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,2.1313152539378852,4,2.0,1.0,
1,1,Meidling,Apartment,6,1.0,3,3,75.0,2,180,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3.851630428652728,3,2.0,2.0,2.0
1,1,Meidling,Apartment,6,1.0,2,2,78.0,2,180,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3.928286833147695,2,1.0,2.0,2.0
1,1,Meidling,Apartment,6,1.0,3,3,78.0,2,180,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3.851630428652728,3,2.0,2.0,2.0
1,0,Favoriten,Condo,5,1.0,1,3,109.0,1,1125,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.521398944718085,3,2.0,1.0,
1,0,Innere Stadt,Apartment,4,2.0,2,3,177.0,3,3,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.14636918810369243,3,2.0,3.0,1.0
1,0,Margareten,Apartment,3,1.0,1,2,54.0,3,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3.062428353557224,2,1.0,3.0,1.0
1,0,Landstrasse,Apartment,2,1.0,1,2,46.0,2,1125,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.6128888517993345,2,1.0,2.0,
1,1,Josefstadt,Apartment,2,1.5,1,1,41.0,1,150,0,2,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1.834106285569055,1,0.0,1.0,2.0
1,1,Leopoldstadt,Apartment,4,1.0,1,4,85.0,4,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.9007512416399615,4,2.0,3.0,1.0
1,0,Ottakring,Apartment,4,1.0,2,2,55.0,10,184,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3.106204103781771,2,1.0,3.0,3.0
1,0,Favoriten,Apartment,6,1.0,2,3,100.0,4,1125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7098018703658213,3,2.0,3.0,
1,1,Landstrasse,Apartment,4,1.0,2,3,45.0,1,1125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.114543037233066,3,2.0,1.0,
1,1,Leopoldstadt,Apartment,3,1.0,1,3,49.0,30,1125,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2.4388748331941947,3,2.0,3.0,
1,1,Leopoldstadt,Apartment,5,1.5,2,5,61.0,30,360,0,2,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,2.459791593566935,4,2.0,3.0,3.0
1,0,Mariahilf,Apartment,2,1.0,1,1,44.0,1,1125,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2.9173594524752744,1,0.0,1.0,
1,1,Neubau,Apartment,4,1.0,1,2,73.0,2,180,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,2.2050185097939674,2,1.0,2.0,2.0
1,1,Neubau,Apartment,2,1.0,1,2,66.0,2,180,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,2.2050185097939674,2,1.0,2.0,2.0
1,1,Landstrasse,Apartment,2,1.0,1,1,55.0,30,170,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2.099014371289969,1,0.0,3.0,2.0
1,1,Alsergrund,Apartment,2,1.0,1,1,40.0,3,30,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.499052998302557,1,0.0,3.0,1.0
1,0,Landstrasse,Apartment,4,1.0,2,4,99.0,3,35,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.3850392820494286,4,2.0,3.0,1.0
1,0,Alsergrund,Apartment,2,1.0,1,1,40.0,78,84,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.4690402712531285,1,0.0,3.0,2.0
1,0,Leopoldstadt,Apartment,3,1.0,2,2,55.0,3,1125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2.7193307803161257,2,1.0,3.0,
1,0,Hietzing,Apartment,2,1.0,1,2,80.0,3,1125,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7.3880933475029105,2,1.0,3.0,
1,1,Wieden,Apartment,2,1.0,1,2,68.0,4,200,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2.030698677504227,2,1.0,3.0,3.0
1,0,Innere Stadt,Apartment,2,1.0,1,1,45.0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.08520433382888533,1,0.0,1.0,1.0
1,1,Rudolfsheim-Funfhaus,Apartment,2,1.0,1,1,34.0,2,1125,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,4.252815833688201,1,0.0,2.0,
1,1,Meidling,Apartment,4,1.5,1,1,32.0,2,180,1,2,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3.7694449928649205,1,0.0,2.0,2.0
1,1,Brigittenau,Apartment,4,1.0,1,4,93.0,5,180,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2.5965936857099767,4,2.0,3.0,2.0
1,0,Leopoldstadt,Apartment,2,1.0,1,1,60.0,1,1125,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.3313686141114789,1,0.0,1.0,
1,0,Alsergrund,Apartment,2,1.0,1,1,50.0,7,1125,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.3902703978369515,1,0.0,3.0,
1,1,Landstrasse,Apartment,4,1.0,1,2,92.0,20,1125,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,2.711231503919049,2,1.0,3.0,
1,1,Landstrasse,Apartment,2,1.0,2,1,46.0,1,1125,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.2886314934278922,1,0.0,1.0,
1,1,Leopoldstadt,Apartment,2,1.0,1,1,59.0,30,58,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1.5367596126045973,1,0.0,3.0,1.0
1,1,Mariahilf,Apartment,4,1.0,2,2,75.0,2,1125,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.7008341918662118,2,1.0,2.0,
1,0,Landstrasse,Apartment,4,1.5,2,2,200.0,3,1125,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.095266998684791,2,1.0,3.0,
1,1,Wahring,Apartment,4,1.0,1,2,45.0,10,1125,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,2.7678535415817973,2,1.0,3.0,
1,0,Ottakring,Apartment,3,1.5,1,2,45.0,4,1125,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06345555308083,2,1.0,3.0,
1,1,Landstrasse,Apartment,5,1.0,2,4,200.0,2,999,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2.8686238289504735,4,2.0,2.0,3.0
1,1,Mariahilf,Apartment,4,1.0,1,1,82.0,2,1125,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.5976675241941964,1,0.0,2.0,
1,1,Favoriten,Apartment,2,1.0,1,1,65.0,1,1125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0750956424748495,1,0.0,1.0,
1,1,Rudolfsheim-Funfhaus,Apartment,2,1.5,1,2,40.0,2,1125,1,2,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,4.535066594867575,2,1.0,2.0,
1,0,Neubau,Apartment,2,1.0,1,2,52.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2.0727043142657724,2,1.0,1.0,1.0
1,1,Leopoldstadt,Apartment,4,1.5,2,2,66.0,2,175,1,2,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0.8436136101694356,2,1.0,2.0,2.0
1,1,Wieden,Apartment,4,1.0,1,3,50.0,1,1125,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2.3740160861638517,3,2.0,1.0,
1,1,Favoriten,Apartment,4,1.0,1,2,50.0,29,1125,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3.5003527808854,2,1.0,3.0,
1,1,Leopoldstadt,Apartment,4,1.0,2,2,85.0,1,21,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1.3737588978851607,2,1.0,1.0,1.0
1,1,Brigittenau,Apartment,3,1.0,1,2,40.0,28,1125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5143582586826883,2,1.0,3.0,
1,0,Wahring,Apartment,4,1.0,2,3,52.0,2,15,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.0280309611206366,3,2.0,2.0,1.0
1,1,Rudolfsheim-Funfhaus,Apartment,3,1.0,1,2,50.0,1,1125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3.575314865844372,2,1.0,1.0,
1,1,Penzing,Apartment,5,1.0,1,3,59.0,3,30,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,5.406093268059199,3,2.0,3.0,1.0
1,1,Neubau,Apartment,4,1.0,2,2,120.0,4,1125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.9503241706349057,2,1.0,3.0,
